ip,dist,delays
172.24.52.71,110.16.109.230,"[['192.168.13.1', ['*', '11', '12']], ['10.1.1.1', ['1', '3', '2']], ['61.148.29.225', ['6', '4', '3']], ['61.148.153.149', ['3', '3', '3']], ['219.158.111.22', ['14', '14', '39']], ['116.113.67.174', ['23', '21', '17']], ['1.30.17.226', ['*', '18', '27']], ['1.30.17.225', ['18', '21', '14']], ['1.30.17.226', ['19', '17', '17']], ['1.30.17.225', ['17', '17', '21']], ['1.30.17.226', ['19', '17', '17']], ['1.30.17.225', ['20', '17', '22']], ['1.30.17.226', ['17', '18', '17']], ['1.30.17.225', ['195', '44', '18']], ['1.30.17.226', ['18', '*', '20']], ['1.30.17.225', ['42', '16', '20']], ['1.30.17.226', ['56', '*', '20']], ['1.30.17.225', ['*', '18', '37']], ['1.30.17.226', ['26', '*', '*']], ['1.30.17.225', ['27', '30', '19']], ['1.30.17.226', ['20', '40', '*']], ['1.30.17.225', ['19', '17', '19']], ['1.30.17.226', ['*', '21', '*']], ['1.30.17.225', ['57', '18', '19']], ['1.30.17.226', ['*', '35', '24']], ['1.30.17.225', ['24', '21', '19']]]"
172.24.52.71,218.75.249.183,"[['192.168.13.1', ['6', '7', '7']], ['10.1.1.1', ['1', '7', '5']], ['61.148.29.225', ['2', '3', '2']], ['61.148.153.157', ['3', '2', '4']], ['124.65.194.165', ['7', '17', '12']], ['219.158.18.218', ['26', '26', '28']], ['202.97.63.117', ['*', '41', '55']], ['61.137.15.94', ['32', '36', '37']], ['220.170.7.142', ['45', '31', '27']], ['218.75.249.183', ['33', '32', '31']]]"
172.24.52.71,118.212.233.23,"[['192.168.13.1', ['14', '7', '10']], ['10.1.1.1', ['1', '9', '11']], ['61.148.29.225', ['2', '2', '2']], ['61.148.153.157', ['4', '3', '3']], ['219.158.106.170', ['33', '34', '27']], ['43.224.24.134', ['25', '26', '24']], ['43.224.24.186', ['47', '26', '28']], ['118.212.233.23', ['24', '26', '34']]]"
172.24.52.71,219.150.13.31,"[['192.168.13.1', ['6', '5', '4']], ['10.1.1.1', ['55', '6', '1']], ['61.148.29.225', ['8', '2', '3']], ['61.148.153.149', ['35', '5', '2']], ['202.106.36.145', ['17', '*', '*']], ['202.96.12.185', ['11', '5', '*']], ['219.158.109.30', ['25', '21', '19']], ['219.158.102.50', ['*', '32', '19']], ['202.97.73.81', ['26', '48', '25']], ['202.97.105.121', ['35', '37', '40']], ['222.169.2.2', ['41', '37', '40']], ['222.169.44.90', ['49', '88', '57']]]"
172.24.52.71,220.195.3.14,"[['192.168.13.1', ['16', '39', '19']], ['10.1.1.1', ['11', '21', '19']], ['61.148.29.225', ['12', '2', '3']], ['61.148.153.157', ['11', '7', '3']], ['61.148.4.237', ['8', '34', '4']], ['219.158.99.178', ['11', '17', '9']], ['202.99.160.22', ['25', '*', '34']], ['202.99.167.46', ['19', '14', '26']], ['221.192.129.154', ['7', '6', '12']], ['220.195.0.10', ['24', '17', '22']], ['220.195.3.14', ['38', '10', '11']]]"
172.24.52.71,222.168.151.131,"[['192.168.13.1', ['*', '6', '6']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['7', '3', '2']], ['61.148.153.157', ['2', '3', '7']], ['61.148.4.237', ['4', '3', '3']], ['219.158.101.14', ['15', '14', '15']], ['219.158.17.146', ['15', '15', '15']], ['202.97.68.33', ['*', '19', '*']], ['202.97.104.33', ['*', '120', '24']], ['219.149.237.38', ['36', '35', '29']], ['222.168.97.246', ['236', '31', '32']]]"
172.24.52.71,117.159.163.173,"[['192.168.13.1', ['125', '4', '4']], ['10.1.1.1', ['64', '9', '3']], ['61.148.29.225', ['6', '3', '4']], ['61.148.153.149', ['5', '4', '10']], ['202.106.230.81', ['*', '*', '17']], ['219.158.111.130', ['16', '23', '15']], ['221.183.123.5', ['17', '20', '17']], ['221.183.90.177', ['23', '18', '15']], ['111.5.3.110', ['33', '32', '22']], ['111.5.2.77', ['*', '29', '22']], ['111.5.82.34', ['25', '55', '23']], ['117.159.163.173', ['22', '22', '22']]]"
172.24.52.71,202.112.14.178,"[['192.168.13.1', ['37', '9', '5']], ['10.1.1.1', ['5', '5', '1']], ['202.112.5.229', ['3', '2', '6']], ['101.4.113.233', ['9', '4', '4']], ['101.4.112.14', ['23', '24', '22']], ['101.4.112.18', ['36', '29', '31']], ['101.4.116.158', ['32', '30', '31']]]"
172.24.52.71,219.226.132.32,"[['192.168.13.1', ['*', '9', '7']], ['10.1.1.1', ['*', '5', '6']], ['202.112.5.229', ['2', '3', '8']], ['219.226.132.32', ['9', '5', '6']]]"
172.24.52.71,175.16.216.46,"[['192.168.13.1', ['*', '13', '5']], ['10.1.1.1', ['14', '2', '1']], ['61.148.29.225', ['50', '9', '5']], ['61.148.153.149', ['7', '12', '8']], ['125.33.186.237', ['*', '9', '9']], ['219.158.100.10', ['20', '18', '27']], ['222.162.176.222', ['45', '72', '46']], ['175.16.216.46', ['27', '28', '25']]]"
172.24.52.71,111.202.89.54,"[['192.168.13.1', ['5', '4', '4']], ['10.1.1.1', ['89', '5', '1']], ['61.148.29.225', ['3', '3', '2']], ['61.148.153.149', ['4', '7', '4']], ['61.51.169.234', ['5', '7', '7']], ['111.206.115.154', ['7', '6', '5']], ['120.92.223.154', ['*', '12', '11']]]"
172.24.52.71,111.161.120.119,"[['192.168.13.1', ['22', '9', '10']], ['10.1.1.1', ['2', '3', '4']], ['61.148.29.225', ['12', '12', '9']], ['61.148.153.149', ['3', '2', '4']], ['219.158.97.170', ['*', '9', '8']], ['117.13.52.10', ['5', '5', '8']], ['111.161.120.119', ['7', '8', '6']]]"
172.24.52.71,118.123.21.73,"[['192.168.13.1', ['26', '18', '5']], ['10.1.1.1', ['18', '2', '2']], ['61.148.29.225', ['4', '4', '3']], ['61.148.153.149', ['7', '3', '3']], ['202.106.230.81', ['*', '4', '*']], ['219.158.110.206', ['80', '44', '*']], ['219.158.110.38', ['43', '39', '48']], ['202.97.66.113', ['37', '35', '36']], ['61.139.122.62', ['*', '37', '37']]]"
172.24.52.71,219.142.53.35,"[['192.168.13.1', ['9', '5', '26']], ['10.1.1.1', ['2', '6', '2']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.157', ['6', '12', '11']], ['61.148.158.69', ['31', '4', '3']], ['202.96.12.21', ['32', '12', '9']], ['219.158.13.90', ['32', '33', '5']], ['219.158.41.22', ['8', '*', '*']], ['219.141.152.22', ['28', '22', '8']], ['106.38.57.250', ['8', '13', '11']], ['219.142.53.35', ['6', '8', '8']]]"
172.24.52.71,175.20.208.126,"[['192.168.13.1', ['22', '5', '8']], ['10.1.1.1', ['2', '2', '2']], ['61.148.29.225', ['9', '4', '2']], ['61.148.153.149', ['11', '2', '2']], ['202.106.230.81', ['5', '*', '*']], ['219.158.119.86', ['36', '25', '20']], ['218.27.131.34', ['24', '26', '28']], ['175.20.208.126', ['22', '22', '24']]]"
172.24.52.71,121.28.64.219,"[['192.168.13.1', ['17', '6', '7']], ['10.1.1.1', ['3', '2', '2']], ['61.148.29.225', ['3', '4', '6']], ['61.148.153.157', ['8', '3', '14']], ['61.148.4.237', ['4', '4', '8']], ['125.33.186.149', ['*', '*', '7']], ['219.158.11.90', ['7', '6', '8']], ['61.182.181.234', ['*', '*', '11']]]"
172.24.52.71,202.115.144.151,"[['192.168.13.1', ['37', '53', '39']], ['10.1.1.1', ['24', '14', '2']], ['202.112.5.229', ['5', '2', '2']], ['101.4.113.233', ['9', '3', '3']], ['101.4.112.14', ['21', '21', '23']], ['101.4.112.18', ['90', '46', '44']], ['101.4.116.158', ['56', '*', '137']], ['202.115.254.234', ['141', '32', '35']], ['222.18.210.174', ['33', '32', '31']], ['222.18.210.146', ['66', '37', '37']], ['202.115.144.151', ['34', '32', '33']]]"
172.24.52.71,103.247.176.27,"[['192.168.13.1', ['5', '6', '10']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['2', '4', '17']], ['61.148.153.149', ['3', '3', '7']], ['61.148.4.213', ['5', '8', '10']], ['61.51.113.58', ['14', '8', '5']], ['61.51.117.34', ['9', '4', '6']], ['61.148.75.9', ['*', '*', '16']], ['61.148.75.10', ['8', '5', '29']]]"
172.24.52.71,210.30.48.9,"[['192.168.13.1', ['10', '9', '9']], ['10.1.1.1', ['10', '1', '1']], ['202.112.5.229', ['4', '2', '4']], ['101.4.113.233', ['2', '2', '2']], ['101.4.116.214', ['2', '2', '2']], ['101.4.113.18', ['62', '23', '26']], ['210.30.19.22', ['21', '20', '24']], ['210.30.19.82', ['21', '22', '18']]]"
172.24.52.71,218.196.240.2,"[['192.168.13.1', ['10', '5', '13']], ['10.1.1.1', ['1', '2', '2']], ['202.112.5.229', ['29', '3', '2']], ['101.4.113.233', ['7', '20', '8']], ['101.4.112.2', ['17', '13', '17']], ['101.4.115.58', ['*', '16', '*']], ['210.43.145.86', ['42', '30', '15']]]"
172.24.52.71,58.244.173.35,"[['192.168.13.1', ['8', '10', '30']], ['10.1.1.1', ['1', '2', '2']], ['61.148.29.225', ['3', '4', '3']], ['61.148.153.157', ['7', '10', '7']], ['219.232.11.65', ['*', '*', '14']], ['61.49.214.33', ['5', '5', '4']], ['219.158.13.18', ['21', '36', '26']], ['119.48.35.46', ['36', '22', '23']], ['58.244.173.35', ['25', '23', '24']]]"
172.24.52.71,221.203.30.23,"[['192.168.13.1', ['5', '4', '4']], ['10.1.1.1', ['1', '1', '1']], ['61.148.29.225', ['4', '2', '2']], ['61.148.153.157', ['4', '3', '3']], ['219.232.11.65', ['10', '*', '*']], ['219.158.13.254', ['16', '14', '14']], ['113.230.166.254', ['17', '16', '15']], ['218.24.224.214', ['58', '16', '18']]]"
172.24.52.71,221.202.203.193,"[['192.168.13.1', ['36', '8', '15']], ['10.1.1.1', ['5', '5', '2']], ['61.148.29.225', ['2', '3', '2']], ['61.148.153.157', ['5', '7', '6']], ['219.232.11.65', ['178', '3', '*']], ['124.65.194.153', ['*', '10', '*']], ['219.158.109.26', ['21', '24', '37']], ['113.230.178.170', ['24', '20', '22']], ['60.22.34.206', ['24', '25', '26']], ['221.202.203.192', ['22', '*', '22']], ['主机。\n', ['221.', '.203.1', '报告: 无']]]"
172.24.52.71,221.195.34.35,"[['192.168.13.1', ['8', '5', '4']], ['10.1.1.1', ['3', '5', '5']], ['61.148.29.225', ['7', '7', '2']], ['61.148.153.149', ['6', '5', '6']], ['61.148.4.213', ['6', '3', '3']], ['202.96.12.13', ['3', '*', '*']], ['219.158.104.138', ['13', '*', '7']], ['61.182.182.86', ['11', '8', '*']], ['221.195.250.46', ['9', '7', '7']], ['221.195.34.35', ['19', '6', '9']]]"
172.24.52.71,218.249.41.14,"[['192.168.13.1', ['5', '6', '19']], ['10.1.1.1', ['219', '11', '1']], ['61.148.29.225', ['5', '2', '4']], ['61.148.153.149', ['3', '19', '183']], ['202.106.230.81', ['*', '8', '*']], ['202.106.193.30', ['19', '5', '5']], ['61.149.212.214', ['43', '*', '*']], ['218.241.244.2', ['5', '3', '4']], ['124.205.97.138', ['4', '6', '3']], ['124.205.98.70', ['6', '4', '6']], ['218.249.41.26', ['6', '5', '39']], ['218.249.41.14', ['6', '*', '*']]]"
172.24.52.71,111.26.178.74,"[['192.168.13.1', ['8', '6', '3']], ['10.1.1.1', ['3', '2', '2']], ['61.148.29.225', ['4', '6', '3']], ['61.148.153.157', ['51', '6', '8']], ['61.148.4.237', ['21', '15', '7']], ['202.96.12.93', ['*', '*', '7']], ['219.158.101.14', ['29', '14', '16']], ['219.158.118.254', ['25', '20', '15']], ['221.183.95.30', ['22', '21', '25']], ['221.183.42.46', ['27', '27', '31']], ['221.183.47.246', ['*', '29', '29']], ['111.26.25.230', ['30', '30', '30']], ['111.26.121.254', ['44', '179', '41']], ['111.26.178.74', ['*', '33', '31']]]"
172.24.52.71,124.93.160.147,"[['192.168.13.1', ['6', '4', '4']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['5', '5', '6']], ['61.148.153.149', ['3', '2', '2']], ['125.33.186.113', ['9', '9', '8']], ['219.158.104.238', ['17', '15', '16']], ['113.230.166.206', ['23', '21', '22']], ['61.189.80.10', ['25', '21', '25']], ['124.93.196.210', ['25', '25', '23']], ['124.93.160.254', ['33', '114', '22']], ['124.93.160.147', ['26', '25', '47']]]"
172.24.52.71,8.210.156.250,"[['192.168.13.1', ['32', '4', '4']], ['10.1.1.1', ['1', '1', '4']], ['61.148.29.225', ['6', '4', '18']], ['61.148.153.149', ['8', '4', '2']], ['61.148.4.213', ['22', '4', '3']], ['125.33.186.229', ['12', '8', '20']], ['219.158.10.250', ['64', '37', '39']], ['219.158.40.206', ['84', '48', '40']], ['218.105.2.158', ['78', '50', '51']], ['218.105.10.134', ['51', '46', '58']], ['202.77.23.158', ['56', '153', '54']], ['8.210.156.250', ['54', '46', '46']]]"
172.24.52.71,118.122.113.13,"[['192.168.13.1', ['16', '36', '40']], ['10.1.1.1', ['5', '2', '1']], ['61.148.29.225', ['29', '48', '59']], ['61.148.153.157', ['18', '5', '3']], ['61.148.4.237', ['9', '33', '14']], ['219.158.98.42', ['216', '*', '*']], ['219.158.110.38', ['40', '44', '58']], ['202.97.95.61', ['76', '84', '47']], ['171.208.196.6', ['*', '41', '49']], ['110.188.4.37', ['38', '*', '*']], ['218.88.112.18', ['35', '39', '33']], ['118.122.113.13', ['40', '35', '55']]]"
172.24.52.71,125.223.225.33,"[['192.168.13.1', ['33', '5', '4']], ['10.1.1.1', ['4', '5', '4']], ['202.112.5.229', ['27', '6', '5']], ['101.4.113.233', ['5', '3', '6']], ['101.4.116.214', ['2', '5', '2']], ['101.4.116.46', ['33', '23', '18']], ['125.223.224.2', ['51', '27', '27']]]"
172.24.52.71,118.212.233.23,"[['192.168.13.1', ['18', '4', '4']], ['10.1.1.1', ['4', '2', '2']], ['61.148.29.225', ['18', '8', '3']], ['61.148.153.157', ['6', '5', '7']], ['61.49.214.37', ['*', '*', '5']], ['219.158.106.170', ['26', '34', '27']], ['43.224.24.134', ['26', '24', '29']], ['118.212.233.23', ['35', '23', '29']]]"
172.24.52.71,60.2.40.163,"[['192.168.13.1', ['8', '7', '8']], ['10.1.1.1', ['7', '16', '1']], ['61.148.29.225', ['13', '3', '4']], ['61.148.153.149', ['3', '5', '4']], ['125.33.186.41', ['4', '6', '9']], ['221.192.91.26', ['18', '12', '13']], ['60.2.40.163', ['13', '19', '12']]]"
172.24.52.71,111.202.89.106,"[['192.168.13.1', ['23', '18', '39']], ['10.1.1.1', ['12', '18', '36']], ['61.148.29.225', ['2', '3', '4']], ['61.148.153.157', ['46', '31', '25']], ['61.148.158.69', ['4', '*', '*']], ['221.219.202.142', ['33', '4', '8']], ['111.206.115.154', ['6', '9', '5']], ['120.92.223.154', ['12', '13', '14']]]"
172.24.52.71,123.56.229.98,"[['192.168.13.1', ['51', '9', '8']], ['10.1.1.1', ['5', '2', '3']], ['61.148.29.225', ['5', '8', '4']], ['61.148.153.149', ['16', '5', '3']], ['61.148.4.213', ['7', '6', '3']], ['125.33.184.174', ['*', '15', '8']], ['61.49.143.82', ['4', '22', '4']]]"
172.24.52.71,27.221.108.43,"[['192.168.13.1', ['7', '5', '26']], ['10.1.1.1', ['1', '2', '11']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.149', ['3', '12', '8']], ['202.106.36.145', ['3', '3', '*']], ['124.65.194.153', ['21', '16', '10']], ['219.158.8.238', ['*', '19', '*']]]"
172.24.52.71,222.168.56.237,"[['192.168.13.1', ['7', '8', '5']], ['10.1.1.1', ['3', '1', '1']], ['61.148.29.225', ['3', '2', '5']], ['61.148.153.157', ['3', '3', '7']], ['61.148.4.237', ['8', '7', '6']], ['219.158.102.62', ['21', '18', '16']], ['219.158.17.146', ['14', '19', '21']], ['202.97.39.101', ['19', '17', '30']], ['202.97.105.117', ['20', '22', '20']], ['175.30.84.26', ['29', '27', '30']], ['222.168.1.94', ['280', '36', '30']]]"
172.24.52.71,183.220.168.236,"[['192.168.13.1', ['8', '4', '4']], ['10.1.1.1', ['23', '3', '2']], ['61.148.29.225', ['4', '4', '3']], ['61.148.153.157', ['5', '7', '3']], ['61.148.4.237', ['5', '3', '3']], ['219.158.110.214', ['40', '47', '40']], ['219.158.9.250', ['77', '39', '47']], ['219.158.33.234', ['42', '40', '40']], ['221.183.90.94', ['43', '49', '41']], ['221.183.47.114', ['*', '*', '46']], ['117.177.219.17', ['48', '40', '42']], ['221.182.104.190', ['49', '45', '42']], ['117.176.173.110', ['*', '45', '*']], ['112.19.250.2', ['*', '45', '*']], ['112.19.250.1', ['46', '*', '*']], ['112.19.250.2', ['*', '57', '*']], ['112.19.250.1', ['45', '*', '*']]]"
172.24.52.71,122.114.27.202,"[['192.168.13.1', ['7', '7', '4']], ['10.1.1.1', ['11', '5', '16']], ['61.148.29.225', ['2', '2', '6']], ['61.148.153.149', ['6', '33', '10']], ['219.158.11.102', ['101', '16', '15']], ['61.168.26.154', ['*', '*', '19']], ['115.60.218.214', ['19', '16', '22']], ['218.28.198.222', ['18', '16', '16']]]"
172.24.52.71,210.47.0.168,"[['192.168.13.1', ['11', '9', '6']], ['10.1.1.1', ['1', '1', '1']], ['202.112.5.229', ['3', '2', '2']], ['101.4.113.233', ['3', '2', '38']], ['101.4.116.214', ['3', '2', '3']], ['101.4.116.46', ['18', '18', '23']], ['210.47.1.2', ['23', '18', '17']], ['210.47.0.168', ['39', '18', '17']]]"
172.24.52.71,202.115.80.140,"[['192.168.13.1', ['8', '7', '7']], ['10.1.1.1', ['1', '5', '2']], ['202.112.5.229', ['2', '8', '3']], ['101.4.113.233', ['8', '3', '3']], ['101.4.112.14', ['30', '22', '22']], ['101.4.112.18', ['44', '33', '34']], ['101.4.116.158', ['33', '33', '46']], ['202.115.255.2', ['*', '1066', '71']], ['202.115.80.2', ['32', '34', '132']]]"
172.24.52.71,116.255.186.89,"[['192.168.13.1', ['5', '6', '6']], ['10.1.1.1', ['2', '2', '2']], ['61.148.29.225', ['9', '6', '3']], ['61.148.153.157', ['6', '6', '3']], ['219.158.100.246', ['14', '14', '16']], ['61.168.30.150', ['*', '14', '14']], ['218.28.198.222', ['18', '14', '13']], ['116.255.186.89', ['21', '15', '11']]]"
172.24.52.71,111.202.89.113,"[['192.168.13.1', ['37', '5', '9']], ['10.1.1.1', ['2', '1', '4']], ['61.148.29.225', ['3', '7', '2']], ['61.148.153.149', ['8', '4', '7']], ['125.33.185.226', ['5', '7', '3']], ['111.206.115.146', ['12', '13', '6']], ['120.92.223.154', ['45', '7', '8']]]"
172.24.52.71,202.206.64.189,"[['192.168.13.1', ['5', '4', '5']], ['10.1.1.1', ['2', '2', '3']], ['202.112.5.229', ['2', '3', '5']], ['101.4.113.233', ['70', '7', '2']], ['101.4.112.2', ['15', '13', '12']]]"
172.24.52.71,202.206.100.34,"[['192.168.13.1', ['37', '5', '6']], ['10.1.1.1', ['1', '1', '5']], ['202.112.5.229', ['3', '2', '4']], ['101.4.113.233', ['5', '12', '7']], ['101.4.112.2', ['15', '15', '16']]]"
172.24.52.71,220.166.52.236,"[['192.168.13.1', ['5', '6', '4']], ['10.1.1.1', ['23', '2', '2']], ['61.148.29.225', ['5', '6', '6']], ['61.148.153.149', ['3', '2', '4']], ['202.106.230.81', ['*', '*', '4']], ['219.158.24.170', ['56', '38', '39']], ['202.97.66.121', ['39', '*', '*']], ['171.208.198.30', ['44', '*', '43']], ['110.188.4.13', ['44', '*', '*']], ['61.139.34.186', ['55', '49', '47']]]"
172.24.52.71,219.221.50.168,"[['192.168.13.1', ['27', '34', '7']], ['10.1.1.1', ['5', '4', '6']], ['202.112.5.229', ['21', '3', '5']], ['101.4.113.233', ['6', '4', '4']], ['101.4.115.202', ['37', '26', '26']], ['101.4.112.29', ['40', '45', '39']], ['101.4.115.62', ['58', '45', '41']], ['202.202.217.106', ['40', '41', '41']], ['202.202.217.6', ['64', '46', '47']], ['219.221.50.168', ['44', '48', '72']]]"
172.24.52.71,59.76.142.100,"[['192.168.13.1', ['6', '9', '7']], ['10.1.1.1', ['3', '1', '4']], ['202.112.5.229', ['4', '3', '5']], ['101.4.113.233', ['24', '15', '4']], ['101.4.117.78', ['32', '27', '31']], ['101.4.117.222', ['35', '28', '28']], ['59.76.142.100', ['34', '31', '28']]]"
172.24.52.71,202.202.136.90,"[['192.168.13.1', ['29', '9', '55']], ['10.1.1.1', ['3', '6', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['4', '3', '4']], ['101.4.112.2', ['19', '18', '13']], ['101.4.117.37', ['37', '24', '23']], ['101.4.112.29', ['*', '44', '37']], ['101.4.115.62', ['41', '40', '42']], ['202.202.217.106', ['39', '39', '196']], ['202.202.21.90', ['39', '199', '41']], ['202.202.23.10', ['38', '39', '36']], ['202.202.136.90', ['43', '38', '51']]]"
172.24.52.71,111.202.89.81,"[['192.168.13.1', ['7', '4', '5']], ['10.1.1.1', ['1', '3', '7']], ['61.148.29.225', ['2', '2', '2']], ['61.148.153.157', ['11', '5', '8']], ['221.219.202.134', ['24', '4', '5']], ['111.206.115.146', ['6', '4', '4']], ['120.92.223.154', ['16', '8', '12']]]"
172.24.52.71,61.188.99.45,"[['192.168.13.1', ['5', '4', '5']], ['10.1.1.1', ['5', '7', '2']], ['61.148.29.225', ['16', '3', '2']], ['61.148.153.149', ['4', '2', '2']], ['219.232.11.29', ['*', '*', '4']], ['219.158.110.214', ['46', '47', '39']], ['219.158.112.234', ['45', '44', '39']], ['202.97.24.41', ['*', '*', '42']], ['171.208.198.206', ['43', '47', '43']], ['125.65.203.14', ['71', '41', '42']], ['61.188.99.43', ['41', '38', '48']]]"
172.24.52.71,111.205.25.37,"[['192.168.13.1', ['33', '8', '12']], ['10.1.1.1', ['2', '3', '2']], ['61.148.29.225', ['7', '9', '3']], ['61.148.153.157', ['6', '8', '6']], ['61.148.4.237', ['3', '3', '3']], ['61.51.113.58', ['4', '6', '3']], ['61.51.117.34', ['4', '5', '4']], ['123.126.1.217', ['27', '4', '6']], ['111.205.25.37', ['31', '6', '6']]]"
172.24.52.71,210.41.222.230,"[['192.168.13.1', ['29', '23', '13']], ['10.1.1.1', ['2', '3', '4']], ['202.112.5.229', ['2', '4', '5']], ['101.4.113.233', ['5', '10', '10']], ['101.4.112.14', ['29', '21', '20']], ['101.4.112.18', ['36', '31', '47']], ['101.4.116.158', ['35', '31', '31']], ['210.41.220.253', ['33', '30', '31']], ['172.31.105.9', ['34', '32', '35']], ['210.41.222.230', ['35', '32', '32']]]"
172.24.52.71,101.207.126.2,"[['192.168.13.1', ['24', '8', '4']], ['10.1.1.1', ['*', '1', '5']], ['61.148.29.225', ['15', '17', '8']], ['61.148.153.157', ['4', '10', '33']], ['61.148.4.237', ['6', '6', '8']], ['61.49.214.25', ['5', '6', '6']], ['119.6.197.150', ['49', '64', '64']], ['119.4.108.217', ['30', '*', '29']], ['119.6.8.246', ['59', '43', '51']]]"
172.24.52.71,27.221.108.43,"[['192.168.13.1', ['11', '14', '12']], ['10.1.1.1', ['7', '15', '8']], ['61.148.29.225', ['9', '3', '3']], ['61.148.153.149', ['6', '19', '8']], ['202.106.36.145', ['8', '*', '5']], ['124.65.194.153', ['5', '8', '3']], ['219.158.8.238', ['20', '*', '*']]]"
172.24.52.71,182.151.204.49,"[['192.168.13.1', ['11', '58', '7']], ['10.1.1.1', ['2', '4', '1']], ['61.148.29.225', ['6', '2', '4']], ['61.148.153.149', ['5', '3', '3']], ['202.106.230.81', ['7', '*', '*']], ['219.158.97.174', ['37', '29', '41']], ['219.158.110.254', ['42', '45', '38']], ['202.97.24.1', ['37', '*', '41']], ['171.208.199.186', ['49', '*', '*']], ['110.188.4.9', ['63', '*', '*']], ['118.112.214.94', ['*', '58', '31']], ['182.151.204.49', ['36', '34', '172']]]"
172.24.52.71,119.53.90.88,"[['192.168.13.1', ['18', '9', '4']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['5', '2', '4']], ['61.148.153.149', ['4', '3', '3']], ['202.106.36.145', ['6', '9', '9']], ['124.65.194.81', ['7', '*', '8']], ['219.158.119.190', ['21', '20', '26']], ['119.48.35.50', ['70', '23', '24']], ['218.62.19.78', ['23', '23', '23']]]"
172.24.52.71,210.41.112.111,"[['192.168.13.1', ['18', '9', '4']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['5', '2', '4']], ['61.148.153.149', ['4', '3', '3']], ['202.106.36.145', ['6', '9', '9']], ['124.65.194.81', ['7', '*', '8']], ['219.158.119.190', ['21', '20', '26']], ['119.48.35.50', ['70', '23', '24']], ['218.62.19.78', ['23', '23', '23']]]"
172.24.52.71,180.96.16.233,"[['192.168.13.1', ['12', '6', '4']], ['10.1.1.1', ['5', '1', '2']], ['61.148.29.225', ['35', '5', '5']], ['61.148.153.157', ['2', '3', '3']], ['61.148.157.229', ['*', '*', '10']], ['125.33.186.93', ['3', '*', '*']], ['219.158.100.58', ['21', '41', '23']], ['219.158.99.26', ['29', '23', '23']], ['202.102.73.198', ['31', '34', '57']], ['180.96.48.2', ['*', '24', '24']]]"
172.24.52.71,202.121.48.211,"[['192.168.13.1', ['92', '94', '82']], ['10.1.1.1', ['3', '1', '1']], ['202.112.5.229', ['161', '3', '3']], ['101.4.113.233', ['7', '3', '3']], ['101.4.112.70', ['*', '*', '6']], ['101.4.116.117', ['12', '17', '11']], ['101.4.117.29', ['48', '29', '28']], ['101.4.115.106', ['28', '*', '*']], ['10.255.38.245', ['*', '*', '33']], ['10.255.38.253', ['29', '31', '28']], ['10.255.249.17', ['*', '28', '27']], ['10.255.14.18', ['101', '28', '44']], ['172.16.252.98', ['30', '28', '29']]]"
172.24.52.71,210.26.72.8,"[['192.168.13.1', ['7', '81', '65']], ['10.1.1.1', ['4', '3', '2']], ['202.112.5.229', ['3', '2', '7']], ['101.4.113.233', ['12', '4', '3']], ['101.4.112.14', ['51', '20', '22']], ['101.4.117.78', ['30', '30', '32']], ['101.4.117.222', ['30', '127', '34']], ['202.201.88.121', ['*', '*', '35']]]"
172.24.52.71,36.48.176.2,"[['192.168.13.1', ['6', '6', '6']], ['10.1.1.1', ['11', '6', '3']], ['61.148.29.225', ['3', '3', '3']], ['61.148.153.157', ['5', '2', '8']], ['61.149.203.205', ['6', '10', '6']], ['219.158.100.166', ['22', '20', '23']], ['219.158.21.214', ['27', '28', '23']], ['202.97.49.197', ['22', '28', '24']], ['202.97.88.6', ['28', '37', '28']], ['222.169.113.194', ['44', '36', '41']], ['222.169.113.214', ['39', '38', '39']], ['36.48.176.2', ['37', '41', '39']]]"
172.24.52.71,61.157.243.88,"[['192.168.13.1', ['11', '8', '8']], ['10.1.1.1', ['2', '1', '3']], ['61.148.29.225', ['8', '2', '2']], ['61.148.153.149', ['50', '3', '4']], ['202.106.36.145', ['109', '4', '3']], ['219.158.110.214', ['47', '39', '47']], ['219.158.112.230', ['42', '38', '39']], ['61.139.122.106', ['46', '49', '46']], ['222.213.160.242', ['57', '59', '68']], ['61.157.243.120', ['44', '52', '42']]]"
172.24.52.71,59.36.229.38,"[['192.168.13.1', ['22', '21', '13']], ['10.1.1.1', ['4', '2', '2']], ['61.148.29.225', ['4', '2', '3']], ['61.148.153.157', ['3', '3', '4']], ['61.148.4.237', ['8', '6', '3']], ['125.33.186.137', ['4', '3', '4']], ['219.158.112.46', ['46', '*', '*']], ['219.158.24.18', ['44', '45', '46']], ['202.97.16.9', ['53', '43', '47']], ['113.96.255.102', ['61', '43', '42']], ['121.11.45.118', ['42', '40', '66']], ['113.98.167.122', ['41', '51', '40']], ['59.36.229.4', ['39', '39', '40']], ['59.36.229.38', ['40', '40', '41']]]"
