ip,dist,delays
172.24.52.71,218.26.225.130,"[['192.168.13.1', ['12', '4', '7']], ['10.1.1.1', ['6', '2', '2']], ['61.148.29.225', ['5', '2', '5']], ['61.148.153.157', ['12', '7', '8']], ['61.148.157.229', ['30', '3', '*']], ['61.149.203.117', ['*', '15', '4']], ['219.158.7.138', ['22', '18', '10']], ['218.26.123.38', ['*', '19', '11']], ['218.26.130.78', ['12', '16', '14']]]"
172.24.52.71,218.87.6.215,"[['192.168.13.1', ['10', '7', '7']], ['10.1.1.1', ['1', '1', '2']], ['61.148.29.225', ['18', '14', '3']], ['61.148.153.149', ['5', '3', '7']], ['125.33.186.197', ['29', '*', '*']], ['219.158.106.142', ['39', '39', '33']], ['219.158.18.14', ['25', '*', '*']], ['202.97.55.17', ['46', '31', '30']], ['117.21.2.10', ['35', '42', '32']], ['218.87.6.215', ['61', '32', '32']]]"
172.24.52.71,115.24.175.50,"[['192.168.13.1', ['7', '13', '6']], ['10.1.1.1', ['4', '8', '6']], ['202.112.5.229', ['2', '2', '5']], ['101.4.113.233', ['11', '3', '3']], ['101.4.112.70', ['7', '6', '7']], ['101.4.114.218', ['6', '6', '8']], ['202.127.216.97', ['5', '4', '5']], ['59.67.181.78', ['11', '*', '*']], ['59.67.181.22', ['7', '7', '8']], ['59.67.183.134', ['7', '5', '5']]]"
172.24.52.71,211.64.192.2,"[['192.168.13.1', ['4', '7', '4']], ['10.1.1.1', ['6', '2', '6']], ['202.112.5.229', ['2', '3', '2']], ['101.4.113.233', ['7', '2', '4']], ['101.4.112.70', ['*', '7', '7']], ['101.4.116.117', ['11', '9', '9']], ['101.4.116.150', ['31', '15', '15']], ['101.4.112.146', ['54', '15', '17']], ['202.112.38.218', ['15', '14', '14']]]"
172.24.52.71,202.194.230.110,"[['192.168.13.1', ['13', '34', '12']], ['10.1.1.1', ['2', '2', '4']], ['202.112.5.229', ['5', '4', '2']], ['101.4.113.233', ['2', '2', '3']], ['101.4.112.70', ['5', '18', '99']], ['101.4.116.117', ['9', '11', '12']], ['101.4.115.34', ['10', '16', '17']], ['101.4.116.246', ['*', '*', '15']], ['202.194.99.22', ['10', '10', '18']], ['202.194.99.98', ['11', '10', '11']], ['202.194.99.22', ['14', '15', '107']], ['202.194.99.21', ['*', '34', '*']], ['202.194.99.98', ['14', '10', '10']], ['202.194.99.97', ['*', '14', '12']], ['202.194.99.22', ['13', '12', '13']], ['202.194.99.98', ['*', '16', '*']], ['202.194.99.97', ['*', '*', '13']], ['202.194.99.22', ['19', '13', '15']], ['202.194.99.22', ['14', '14', '18']], ['202.194.99.98', ['*', '13', '13']], ['202.194.99.97', ['*', '*', '20']], ['202.194.99.22', ['28', '16', '16']]]"
172.24.52.71,42.247.71.96,"[['192.168.13.1', ['7', '24', '5']], ['10.1.1.1', ['2', '6', '4']], ['202.112.5.229', ['2', '4', '2']], ['101.4.113.233', ['3', '3', '4']], ['101.4.113.210', ['28', '3', '4']]]"
172.24.52.71,211.87.240.22,"[['192.168.13.1', ['16', '14', '13']], ['10.1.1.1', ['1', '2', '8']], ['202.112.5.229', ['7', '2', '3']], ['101.4.113.233', ['12', '7', '3']], ['101.4.112.70', ['*', '*', '6']], ['101.4.116.117', ['9', '9', '10']], ['101.4.115.34', ['18', '15', '13']], ['101.4.115.250', ['*', '12', '*']], ['202.194.96.234', ['70', '68', '70']], ['202.194.100.18', ['37', '23', '24']], ['122.5.19.132', ['*', '22', '23']]]"
172.24.52.71,218.87.30.235,"[['192.168.13.1', ['78', '9', '5']], ['10.1.1.1', ['3', '2', '2']], ['61.148.29.225', ['4', '4', '4']], ['61.148.153.157', ['10', '7', '30']], ['61.148.157.229', ['34', '*', '13']], ['219.158.103.206', ['48', '25', '25']], ['219.158.18.18', ['*', '*', '25']], ['202.97.55.25', ['*', '40', '*']], ['117.21.2.90', ['38', '31', '36']], ['218.87.30.235', ['51', '39', '32']]]"
172.24.52.71,60.30.74.30,"[['192.168.13.1', ['7', '4', '4']], ['10.1.1.1', ['2', '3', '1']], ['61.148.29.225', ['4', '2', '4']], ['61.148.153.149', ['4', '3', '2']], ['202.106.36.145', ['9', '*', '8']], ['124.65.194.33', ['*', '39', '5']], ['117.8.2.130', ['24', '13', '10']]]"
172.24.52.71,115.25.60.43,"[['192.168.13.1', ['5', '10', '9']], ['10.1.1.1', ['3', '2', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['5', '3', '3']], ['101.4.112.98', ['*', '28', '*']], ['101.4.113.65', ['56', '68', '69']], ['124.65.218.102', ['39', '37', '62']]]"
172.24.52.71,122.225.6.205,"[['192.168.13.1', ['7', '7', '4']], ['10.1.1.1', ['2', '3', '2']], ['61.148.29.225', ['12', '13', '4']], ['61.148.153.157', ['9', '7', '4']], ['124.65.194.77', ['*', '*', '26']], ['219.158.109.238', ['53', '25', '*']], ['219.158.112.106', ['39', '32', '38']], ['218.73.114.70', ['46', '46', '60']], ['125.123.2.109', ['38', '32', '33']], ['122.225.72.71', ['31', '32', '30']]]"
172.24.52.71,49.122.0.138,"[['192.168.13.1', ['*', '19', '5']], ['10.1.1.1', ['10', '8', '6']], ['202.112.5.229', ['4', '2', '3']], ['101.4.113.233', ['21', '9', '3']], ['101.4.112.2', ['15', '17', '14']], ['101.4.115.58', ['*', '16', '14']], ['210.43.145.86', ['17', '13', '14']], ['210.43.146.10', ['19', '13', '15']], ['125.47.40.138', ['15', '18', '21']]]"
172.24.52.71,125.64.42.59,"[['192.168.13.1', ['8', '6', '4']], ['10.1.1.1', ['5', '2', '2']], ['61.148.29.225', ['2', '2', '3']], ['61.148.153.149', ['6', '3', '2']], ['202.106.36.145', ['*', '5', '3']], ['61.49.214.21', ['*', '26', '*']], ['219.158.110.206', ['59', '51', '39']], ['219.158.24.170', ['46', '31', '35']], ['118.112.255.86', ['*', '56', '*']], ['125.64.29.110', ['36', '33', '33']], ['182.140.208.142', ['56', '37', '37']], ['125.64.42.59', ['58', '37', '39']]]"
172.24.52.71,61.54.31.41,"[['192.168.13.1', ['6', '4', '7']], ['10.1.1.1', ['3', '2', '1']], ['61.148.29.225', ['9', '6', '2']], ['61.148.153.149', ['8', '5', '3']], ['202.106.36.145', ['6', '*', '*']], ['61.168.27.114', ['21', '16', '18']], ['218.28.162.210', ['25', '22', '22']], ['61.54.31.41', ['18', '18', '21']]]"
172.24.52.71,124.128.249.249,"[['192.168.13.1', ['5', '8', '5']], ['10.1.1.1', ['29', '2', '3']], ['61.148.29.225', ['16', '22', '5']], ['61.148.153.149', ['29', '3', '2']], ['61.148.4.213', ['25', '4', '8']], ['125.33.186.149', ['*', '*', '16']], ['219.158.9.106', ['25', '16', '16']], ['124.128.254.110', ['31', '18', '18']], ['60.216.90.218', ['41', '17', '17']], ['60.208.71.106', ['38', '17', '17']]]"
172.24.52.71,211.86.0.4,"[['192.168.13.1', ['*', '*', '33']], ['10.1.1.1', ['5', '2', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['7', '3', '2']], ['101.4.112.70', ['5', '*', '9']], ['101.4.116.117', ['10', '10', '9']], ['101.4.115.34', ['10', '10', '10']], ['101.4.116.246', ['*', '11', '13']], ['202.194.96.25', ['*', '*', '2547']], ['202.194.96.234', ['41', '17', '40']], ['202.194.96.30', ['15', '18', '18']], ['202.194.96.30', ['15', '15', '15']], ['172.16.200.2', ['*', '24', '15']]]"
172.24.52.71,61.153.150.9,"[['192.168.13.1', ['15', '28', '31']], ['10.1.1.1', ['1', '3', '1']], ['61.148.29.225', ['22', '6', '14']], ['61.148.153.149', ['3', '5', '5']], ['202.106.36.145', ['*', '6', '*']], ['124.65.194.189', ['32', '*', '8']], ['219.158.107.154', ['36', '33', '31']], ['219.158.7.198', ['61', '38', '43']], ['202.97.69.221', ['*', '37', '*']], ['61.175.4.242', ['68', '46', '40']], ['115.233.69.78', ['62', '54', '43']], ['61.153.150.9', ['146', '35', '35']]]"
172.24.52.71,202.196.208.7,"[['192.168.13.1', ['9', '9', '29']], ['10.1.1.1', ['2', '3', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['11', '44', '3']], ['101.4.112.2', ['30', '18', '13']], ['101.4.115.58', ['*', '*', '13']], ['121.194.14.5', ['*', '*', '24']], ['210.43.145.86', ['19', '13', '13']]]"
172.24.52.71,58.17.121.167,"[['192.168.13.1', ['9', '8', '4']], ['10.1.1.1', ['2', '2', '2']], ['61.148.29.225', ['22', '12', '3']], ['61.148.153.157', ['6', '7', '12']], ['61.148.158.69', ['*', '12', '6']], ['125.33.186.81', ['5', '4', '4']], ['219.158.106.142', ['30', '31', '26']], ['118.212.153.162', ['47', '29', '34']], ['58.17.126.182', ['36', '34', '30']]]"
172.24.52.71,202.194.7.118,"[['192.168.13.1', ['11', '10', '11']], ['10.1.1.1', ['4', '2', '1']], ['202.112.5.229', ['2', '3', '3']], ['101.4.113.233', ['10', '3', '3']], ['101.4.112.70', ['*', '6', '6']], ['101.4.116.117', ['14', '12', '44']], ['101.4.115.34', ['10', '10', '13']], ['202.194.96.117', ['25', '14', '9']], ['58.194.164.113', ['12', '9', '9']], ['58.194.164.78', ['9', '16', '*']], ['58.194.164.130', ['9', '12', '11']], ['58.194.164.177', ['9', '9', '9']], ['58.194.164.178', ['10', '11', '9']], ['202.194.7.118', ['10', '14', '11']]]"
172.24.52.71,47.96.175.4,"[['192.168.13.1', ['7', '6', '5']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['20', '7', '13']], ['61.148.153.149', ['3', '6', '6']], ['219.232.11.29', ['29', '*', '10']], ['124.65.194.33', ['78', '*', '*']], ['124.160.190.90', ['49', '32', '33']], ['47.96.175.4', ['*', '57', '40']]]"
172.24.52.71,117.41.168.10,"[['192.168.13.1', ['5', '8', '6']], ['10.1.1.1', ['37', '3', '4']], ['61.148.29.225', ['6', '2', '2']], ['61.148.153.157', ['7', '3', '3']], ['219.158.103.206', ['45', '25', '25']], ['219.158.18.18', ['*', '30', '27']], ['202.97.55.33', ['*', '*', '32']], ['59.63.236.217', ['52', '29', '29']], ['59.63.255.110', ['31', '29', '34']], ['117.41.168.10', ['56', '31', '38']]]"
172.24.52.71,121.251.249.55,"[['192.168.13.1', ['17', '20', '20']], ['10.1.1.1', ['4', '7', '5']], ['202.112.5.229', ['3', '32', '12']], ['101.4.113.233', ['11', '2', '6']], ['101.4.112.70', ['*', '8', '*']], ['101.4.116.117', ['10', '11', '9']], ['101.4.116.25', ['16', '15', '15']], ['101.4.112.146', ['39', '16', '15']], ['202.112.38.234', ['15', '16', '15']], ['222.195.191.46', ['119', '22', '15']]]"
172.24.52.71,183.61.189.170,"[['192.168.13.1', ['8', '18', '93']], ['10.1.1.1', ['1', '1', '3']], ['61.148.29.225', ['7', '3', '9']], ['61.148.153.149', ['3', '2', '2']], ['219.158.9.38', ['71', '47', '51']], ['202.97.17.149', ['71', '47', '45']], ['113.96.254.22', ['70', '47', '53']]]"
172.24.52.71,180.96.16.233,"[['192.168.13.1', ['8', '4', '6']], ['10.1.1.1', ['2', '2', '1']], ['61.148.29.225', ['6', '5', '10']], ['61.148.153.157', ['6', '2', '3']], ['61.148.157.229', ['3', '3', '*']], ['219.158.100.58', ['34', '67', '21']], ['219.158.99.26', ['23', '23', '23']], ['202.97.43.189', ['*', '54', '*']], ['202.102.73.198', ['28', '27', '31']], ['180.96.48.2', ['33', '32', '27']]]"
172.24.52.71,222.30.45.190,"[['192.168.13.1', ['20', '11', '16']], ['10.1.1.1', ['2', '1', '2']], ['202.112.5.229', ['4', '2', '3']], ['101.4.113.233', ['30', '6', '4']], ['101.4.112.70', ['9', '6', '5']], ['101.4.114.218', ['6', '6', '6']], ['202.113.18.122', ['27', '4', '4']]]"
172.24.52.71,202.101.244.16,"[['192.168.13.1', ['*', '12', '6']], ['10.1.1.1', ['2', '6', '1']], ['61.148.29.225', ['2', '6', '11']], ['61.148.153.149', ['24', '6', '7']], ['202.106.230.81', ['7', '*', '*']], ['219.158.106.170', ['36', '46', '39']], ['219.158.18.14', ['*', '*', '26']], ['202.97.56.225', ['50', '37', '30']], ['182.98.85.98', ['41', '42', '*']], ['182.98.77.102', ['*', '38', '49']]]"
172.24.52.71,43.128.1.84,"[['192.168.13.1', ['5', '6', '9']], ['10.1.1.1', ['3', '5', '1']], ['61.148.29.225', ['4', '2', '2']], ['61.148.153.157', ['15', '11', '6']], ['125.33.186.9', ['28', '4', '4']], ['219.158.103.42', ['45', '47', '48']], ['219.158.96.209', ['50', '43', '50']], ['219.158.10.30', ['55', '55', '47']], ['202.77.23.30', ['48', '47', '47']], ['202.77.23.74', ['54', '48', '49']], ['43.128.1.84', ['61', '56', '54']]]"
172.24.52.71,139.196.70.139,"[['192.168.13.1', ['7', '5', '6']], ['10.1.1.1', ['2', '3', '2']], ['61.148.29.225', ['8', '8', '5']], ['61.148.153.157', ['6', '9', '8']], ['219.158.6.198', ['*', '27', '39']], ['140.206.111.210', ['51', '27', '25']], ['116.251.113.218', ['27', '28', '28']], ['116.251.118.1', ['31', '26', '26']], ['139.196.70.139', ['27', '26', '33']]]"
172.24.52.71,211.68.208.12,"[['192.168.13.1', ['5', '4', '4']], ['10.1.1.1', ['3', '2', '1']], ['202.112.5.229', ['3', '3', '3']], ['101.4.113.233', ['3', '2', '3']], ['101.4.112.70', ['5', '9', '*']], ['101.4.114.218', ['9', '10', '7']], ['202.127.216.97', ['23', '5', '6']]]"
172.24.52.71,202.194.69.43,"[['192.168.13.1', ['9', '7', '9']], ['10.1.1.1', ['4', '2', '2']], ['202.112.5.229', ['6', '2', '2']], ['101.4.113.233', ['7', '5', '6']], ['101.4.112.70', ['*', '7', '5']], ['101.4.116.117', ['13', '10', '16']], ['101.4.115.34', ['32', '11', '11']]]"
172.24.52.71,210.44.16.6,"[['192.168.13.1', ['10', '7', '23']], ['10.1.1.1', ['1', '1', '5']], ['202.112.5.229', ['2', '3', '2']], ['101.4.113.233', ['6', '7', '10']], ['101.4.112.70', ['6', '7', '*']], ['101.4.116.117', ['11', '17', '11']], ['101.4.115.34', ['10', '10', '12']], ['202.194.96.234', ['50', '19', '14']]]"
172.24.52.71,211.137.144.28,"[['192.168.13.1', ['6', '8', '4']], ['10.1.1.1', ['3', '1', '2']], ['61.148.29.225', ['4', '2', '2']], ['61.148.153.149', ['5', '3', '2']], ['61.148.4.213', ['39', '7', '7']], ['202.96.12.77', ['5', '*', '8']], ['219.158.109.190', ['31', '11', '15']], ['221.183.123.13', ['*', '*', '30']], ['221.183.37.186', ['*', '14', '14']], ['211.103.87.198', ['52', '16', '14']]]"
172.24.52.71,27.221.108.54,"[['192.168.13.1', ['69', '12', '8']], ['10.1.1.1', ['2', '3', '4']], ['61.148.29.225', ['2', '5', '11']], ['61.148.153.157', ['8', '7', '10']], ['124.65.194.165', ['*', '7', '22']], ['219.158.9.110', ['*', '*', '15']]]"
172.24.52.71,218.65.113.252,"[['192.168.13.1', ['19', '4', '9']], ['10.1.1.1', ['1', '1', '2']], ['61.148.29.225', ['4', '7', '3']], ['61.148.153.149', ['20', '9', '5']], ['202.106.230.81', ['11', '*', '*']], ['125.33.186.13', ['5', '4', '4']], ['219.158.106.170', ['31', '30', '26']], ['219.158.18.14', ['27', '*', '*']], ['202.97.56.241', ['55', '30', '29']], ['117.45.1.242', ['*', '*', '49']], ['117.21.30.246', ['30', '34', '32']], ['218.65.113.252', ['57', '43', '109']], ['218.65.113.252', ['37', '38', '42']], ['218.65.113.252', ['35', '37', '35']]]"
172.24.52.71,61.240.12.65,"[['192.168.13.1', ['5', '5', '4']], ['10.1.1.1', ['1', '2', '3']], ['61.148.29.225', ['2', '2', '2']], ['61.148.153.149', ['3', '2', '2']], ['202.106.36.145', ['*', '*', '5']], ['124.65.194.85', ['8', '5', '4']], ['117.8.223.22', ['7', '*', '*']], ['117.8.207.6', ['9', '7', '12']], ['60.30.93.90', ['15', '8', '6']]]"
172.24.52.71,211.64.96.31,"[['192.168.13.1', ['5', '4', '4']], ['10.1.1.1', ['2', '2', '2']], ['202.112.5.229', ['3', '2', '6']], ['101.4.113.233', ['3', '4', '4']], ['101.4.112.70', ['6', '6', '6']], ['101.4.116.117', ['10', '9', '10']], ['101.4.115.34', ['36', '11', '10']], ['202.194.96.234', ['*', '13', '45']], ['202.194.100.26', ['17', '21', '17']], ['219.146.209.52', ['52', '20', '15']]]"
172.24.52.71,222.204.96.5,"[['192.168.13.1', ['*', '35', '67']], ['10.1.1.1', ['7', '5', '6']], ['202.112.5.229', ['2', '2', '3']], ['101.4.113.233', ['12', '3', '7']], ['101.4.112.2', ['42', '13', '13']], ['101.4.117.37', ['30', '25', '50']], ['202.127.216.242', ['67', '39', '36']], ['101.4.112.202', ['38', '36', '37']]]"
172.24.52.71,111.75.211.73,"[['192.168.13.1', ['6', '4', '25']], ['10.1.1.1', ['13', '4', '1']], ['61.148.29.225', ['6', '3', '2']], ['61.148.153.149', ['14', '3', '3']], ['124.65.194.169', ['*', '4', '8']], ['219.158.106.142', ['89', '24', '25']], ['219.158.18.14', ['27', '*', '26']], ['202.97.56.225', ['*', '55', '29']], ['117.21.2.90', ['35', '38', '73']]]"
172.24.52.71,211.64.164.7,"[['192.168.13.1', ['6', '5', '10']], ['10.1.1.1', ['1', '1', '1']], ['202.112.5.229', ['2', '3', '3']], ['101.4.113.233', ['4', '9', '9']], ['101.4.112.70', ['9', '*', '19']], ['101.4.116.117', ['24', '12', '10']], ['101.4.116.150', ['23', '22', '27']], ['101.4.112.146', ['23', '16', '15']], ['202.112.38.218', ['16', '14', '15']]]"
172.24.52.71,113.195.210.146,"[['192.168.13.1', ['15', '60', '47']], ['10.1.1.1', ['1', '1', '5']], ['61.148.29.225', ['3', '3', '3']], ['61.148.153.157', ['9', '3', '7']], ['61.148.157.229', ['12', '5', '*']], ['219.158.103.206', ['55', '28', '*']], ['58.17.56.10', ['33', '33', '34']], ['113.195.210.146', ['37', '33', '36']]]"
172.24.52.71,202.113.2.198,"[['192.168.13.1', ['*', '7', '8']], ['10.1.1.1', ['4', '2', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['7', '9', '4']], ['101.4.112.70', ['*', '11', '9']], ['101.4.114.218', ['17', '5', '6']], ['202.113.14.41', ['19', '4', '5']]]"
172.24.52.71,218.87.96.236,"[['192.168.13.1', ['19', '6', '9']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['6', '2', '21']], ['61.148.153.149', ['3', '2', '3']], ['219.232.11.29', ['13', '5', '*']], ['125.33.186.117', ['*', '*', '4']], ['219.158.103.206', ['54', '31', '28']], ['219.158.18.14', ['27', '27', '29']], ['202.97.55.17', ['56', '33', '33']], ['220.175.225.74', ['48', '37', '37']], ['182.103.234.162', ['*', '31', '36']]]"
172.24.52.71,211.68.236.22,"[['192.168.13.1', ['29', '18', '44']], ['10.1.1.1', ['1', '2', '3']], ['202.112.5.229', ['45', '13', '5']], ['101.4.113.233', ['2', '4', '4']], ['101.4.112.70', ['*', '7', '6']], ['101.4.114.218', ['9', '6', '7']], ['115.26.79.126', ['8', '5', '*']], ['115.26.79.2', ['5', '4', '4']], ['115.26.79.134', ['8', '13', '19']], ['115.26.79.134', ['25', '19', '19']], ['59.67.181.14', ['6', '6', '5']]]"
172.24.52.71,211.64.112.103,"[['192.168.13.1', ['174', '25', '35']], ['10.1.1.1', ['2', '2', '1']], ['202.112.5.229', ['3', '3', '3']], ['101.4.113.233', ['5', '4', '3']], ['101.4.112.70', ['*', '*', '9']], ['101.4.116.117', ['12', '9', '14']], ['101.4.115.34', ['11', '10', '9']], ['202.194.99.22', ['66', '11', '13']], ['202.194.99.21', ['*', '42', '*']], ['211.64.112.241', ['13', '15', '16']]]"
172.24.52.71,211.64.240.18,"[['192.168.13.1', ['6', '57', '37']], ['10.1.1.1', ['3', '3', '1']], ['202.112.5.229', ['3', '17', '8']], ['101.4.113.233', ['18', '11', '12']], ['101.4.112.70', ['*', '6', '5']], ['101.4.116.117', ['14', '13', '10']], ['101.4.115.34', ['10', '10', '12']], ['101.4.115.250', ['*', '*', '17']], ['202.194.96.234', ['14', '49', '11']], ['202.194.96.122', ['*', '46', '16']], ['202.194.96.122', ['*', '23', '23']], ['3.3.3.2', ['42', '40', '27']]]"
172.24.52.71,117.169.48.108,"[['192.168.13.1', ['9', '5', '10']], ['10.1.1.1', ['1', '2', '2']], ['61.148.29.225', ['23', '4', '3']], ['61.148.153.157', ['4', '4', '6']], ['61.148.157.229', ['*', '27', '*']], ['125.33.186.41', ['34', '13', '16']], ['219.158.106.142', ['55', '24', '25']], ['219.158.18.42', ['*', '27', '26']], ['221.183.123.77', ['*', '52', '*']], ['221.183.120.129', ['48', '40', '36']], ['117.169.40.218', ['55', '32', '31']], ['117.169.48.108', ['47', '34', '35']]]"
172.24.52.71,210.44.169.121,"[['192.168.13.1', ['35', '9', '14']], ['10.1.1.1', ['1', '2', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['2', '2', '2']], ['101.4.112.70', ['9', '*', '11']], ['101.4.116.117', ['12', '9', '9']], ['101.4.115.34', ['10', '10', '10']], ['202.194.96.234', ['30', '27', '15']], ['202.194.96.158', ['10', '15', '13']], ['192.168.40.2', ['37', '14', '*']]]"
172.24.52.71,222.206.231.110,"[['192.168.13.1', ['14', '37', '11']], ['10.1.1.1', ['4', '1', '4']], ['202.112.5.229', ['4', '2', '6']], ['101.4.113.233', ['6', '3', '5']], ['101.4.112.70', ['8', '12', '5']], ['101.4.116.117', ['21', '11', '10']], ['101.4.116.25', ['21', '19', '16']], ['101.4.112.146', ['26', '32', '17']], ['202.112.38.234', ['23', '15', '15']], ['112.6.116.242', ['22', '24', '19']]]"
172.24.52.71,218.95.46.74,"[['192.168.13.1', ['5', '4', '108']], ['10.1.1.1', ['2', '2', '4']], ['61.148.29.225', ['6', '7', '12']], ['61.148.153.157', ['5', '3', '3']], ['202.96.12.177', ['7', '6', '4']], ['219.158.103.202', ['29', '25', '25']], ['219.158.18.14', ['25', '24', '26']], ['202.97.55.5', ['38', '39', '135']], ['218.65.7.38', ['33', '33', '31']], ['117.45.184.130', ['34', '35', '35']], ['218.95.46.74', ['*', '*', '34']]]"
172.24.52.71,59.67.168.248,"[['192.168.13.1', ['5', '5', '5']], ['10.1.1.1', ['67', '2', '2']], ['202.112.5.229', ['17', '10', '6']], ['101.4.113.233', ['3', '3', '2']], ['101.4.112.70', ['*', '5', '5']], ['101.4.114.218', ['8', '10', '6']], ['115.26.79.126', ['5', '*', '*']], ['115.26.79.2', ['7', '8', '8']], ['115.26.79.193', ['7', '5', '5']], ['115.26.79.134', ['5', '4', '5']], ['59.67.181.77', ['*', '6', '*']], ['202.113.14.13', ['992', '658', '715']], ['202.113.14.46', ['9', '5', '5']]]"
172.24.52.71,123.60.67.246,"[['192.168.13.1', ['42', '22', '5']], ['10.1.1.1', ['*', '1', '1']], ['61.148.29.225', ['6', '2', '7']], ['61.148.153.157', ['21', '7', '3']], ['61.148.4.237', ['6', '7', '3']], ['125.33.184.178', ['7', '10', '7']], ['61.49.137.2', ['12', '11', '6']]]"
172.24.52.71,222.195.192.100,"[['192.168.13.1', ['6', '61', '17']], ['10.1.1.1', ['2', '3', '1']], ['202.112.5.229', ['6', '8', '3']], ['101.4.113.233', ['11', '4', '5']], ['101.4.112.70', ['7', '10', '*']], ['101.4.116.117', ['12', '9', '16']], ['101.4.116.25', ['18', '14', '17']], ['101.4.112.146', ['46', '14', '15']], ['202.112.38.234', ['17', '24', '17']], ['222.195.192.100', ['*', '18', '16']]]"
172.24.52.71,210.35.2.23,"[['192.168.13.1', ['20', '48', '10']], ['10.1.1.1', ['2', '2', '5']], ['202.112.5.229', ['2', '4', '2']], ['101.4.113.233', ['5', '3', '2']], ['101.4.115.202', ['*', '31', '25']], ['202.127.216.242', ['60', '38', '37']], ['101.4.112.202', ['38', '38', '75']]]"
172.24.52.71,118.212.233.221,"[['192.168.13.1', ['10', '19', '6']], ['10.1.1.1', ['2', '2', '1']], ['61.148.29.225', ['6', '5', '2']], ['61.148.153.157', ['14', '6', '8']], ['61.148.157.229', ['*', '30', '*']], ['219.158.103.206', ['52', '25', '25']], ['43.224.24.134', ['34', '26', '25']], ['43.224.24.186', ['*', '*', '33']], ['118.212.233.221', ['35', '39', '25']]]"
172.24.52.71,202.194.186.99,"[['192.168.13.1', ['14', '6', '6']], ['10.1.1.1', ['1', '1', '2']], ['202.112.5.229', ['3', '3', '2']], ['101.4.113.233', ['3', '3', '4']], ['101.4.112.70', ['*', '6', '5']], ['101.4.116.117', ['9', '10', '12']], ['101.4.115.34', ['17', '10', '12']], ['202.194.96.234', ['34', '22', '11']], ['202.194.100.34', ['25', '15', '15']], ['120.224.66.44', ['47', '20', '21']], ['202.194.186.99', ['18', '16', '15']]]"
172.24.52.71,121.250.180.41,"[['192.168.13.1', ['7', '5', '17']], ['10.1.1.1', ['2', '1', '2']], ['202.112.5.229', ['2', '2', '4']], ['101.4.113.233', ['4', '3', '3']], ['101.4.112.70', ['*', '8', '5']], ['101.4.116.117', ['12', '18', '16']], ['101.4.115.34', ['20', '10', '11']], ['202.194.96.234', ['26', '39', '15']], ['202.194.100.38', ['44', '16', '16']], ['202.194.100.38', ['22', '18', '17']]]"
172.24.52.71,60.28.38.200,"[['192.168.13.1', ['60', '48', '37']], ['10.1.1.1', ['27', '54', '58']], ['61.148.29.225', ['33', '40', '24']], ['61.148.153.149', ['4', '7', '6']], ['61.148.4.213', ['42', '48', '5']], ['117.8.222.210', ['41', '6', '7']], ['117.8.148.26', ['12', '11', '8']], ['60.28.38.200', ['6', '7', '6']]]"
172.24.52.71,117.40.229.28,"[['192.168.13.1', ['6', '7', '4']], ['10.1.1.1', ['4', '1', '3']], ['61.148.29.225', ['3', '2', '3']], ['61.148.153.157', ['6', '7', '6']], ['219.158.106.142', ['67', '44', '29']], ['219.158.18.14', ['26', '*', '*']], ['202.97.56.241', ['*', '41', '30']], ['202.109.172.234', ['*', '54', '77']], ['202.109.179.26', ['94', '60', '57']], ['117.40.229.28', ['34', '*', '32']], ['117.40.229.28', ['36', '50', '35']], ['117.40.229.28', ['34', '32', '35']]]"
172.24.52.71,123.150.99.170,"[['192.168.13.1', ['126', '216', '93']], ['10.1.1.1', ['4', '1', '5']], ['61.148.29.225', ['7', '4', '3']], ['61.148.153.157', ['8', '6', '4']], ['219.232.11.65', ['*', '18', '*']], ['219.158.4.158', ['8', '7', '7']], ['219.150.91.18', ['9', '7', '11']], ['219.150.51.62', ['41', '13', '8']], ['123.150.99.170', ['10', '11', '16']]]"
172.24.52.71,111.75.252.140,"[['192.168.13.1', ['56', '56', '25']], ['10.1.1.1', ['15', '38', '78']], ['61.148.29.225', ['19', '4', '9']], ['61.148.153.149', ['60', '5', '47']], ['61.148.4.213', ['73', '7', '38']], ['219.158.103.206', ['32', '51', '30']], ['219.158.18.18', ['*', '*', '31']], ['202.97.55.33', ['*', '43', '27']], ['182.86.42.246', ['42', '81', '41']], ['111.75.252.140', ['43', '44', '43']]]"
172.24.52.71,210.44.176.169,"[['192.168.13.1', ['102', '16', '95']], ['10.1.1.1', ['4', '2', '2']], ['202.112.5.229', ['29', '2', '2']], ['101.4.113.233', ['6', '3', '2']], ['101.4.112.70', ['20', '28', '21']], ['101.4.116.117', ['22', '10', '11']], ['101.4.115.34', ['39', '13', '10']], ['202.194.96.234', ['30', '28', '15']]]"
